# Observed license-file MD5s from real-world Go modules.
# Used by oe-go-mod-fetcher.py as a fallback when a module's LICENSE file
# does not match any canonical text in OE-core's common-licenses/ (even
# after _crunch_license_text normalization).
#
# Format: md5,spdx,example_module,note
#
# Add new entries when you encounter spdx=Unknown in a generated
# go-mod-licenses.inc and have verified the upstream license. Keep entries
# sorted by md5 for deterministic diffs.
939cce1ec101726fa754e698ac871622,BSD-3-Clause,github.com/golang/protobuf@v1.2.0,
95d4102f39f26da9b66fee5d05ac597b,BSD-3-Clause,gopkg.in/tomb.v1@v1.0.0-20141024135613-dd632973f1e7,
96ae735ca1b4dcdb6b26f4ca4b8ba645,BSD-3-Clause,gopkg.in/evanphx/json-patch.v4@v4.13.0,
9740d093a080530b5c5c6573df9af45a,Apache-2.0,github.com/docker/cli@v29.3.0+incompatible,
981ed23d3733a4b1505510215fc9d77f,BSD-3-Clause,github.com/cihub/seelog@v0.0.0-20170130134532-f561c5e57575,
9d171a7fc3b49160ea5d730788fd4cbc,Apache-2.0,github.com/grpc-ecosystem/go-grpc-middleware/v2@v2.3.3,
9e40c7725e55fa8f61a69abf908e2c6f,Apache-2.0,github.com/google/cel-go@v0.27.0,
a250e5ac3848f2acadb5adcb9555c18b,Apache-2.0,github.com/Azure/go-autorest/autorest/adal@v0.9.18,
a413d6b3884e141783f23d00d5838777,BSD-3-Clause,golang.org/x/xerrors@v0.0.0-20190717185122-a985d3407aa7,
a651bb3d8b1c412632e28823bb432b40,BSD-3-Clause,google.golang.org/api@v0.269.0,
a685f061aaefb607e61acc95a32b0ba9,Apache-2.0,github.com/zmap/zcrypto@v0.0.0-20250129210703-03c45d0bae98,
a68b49fee54b4ebf71645cb95d6e5d32,BSD-3-Clause,github.com/planetscale/vtprotobuf@v0.6.1-0.20240319094008-0393e58bdf10,
a93cb0863fda8e7f177e09f6943951b4,MIT,github.com/Azure/azure-sdk-for-go/sdk/azcore@v1.21.0,
ac070fa707d5cb7683d0d2c91c76ab39,Apache-2.0,github.com/google/go-tpm-tools@v0.4.7,
ac631f842784b8ec269293a49121236b,BSD-3-Clause,github.com/gliderlabs/ssh@v0.3.8,
ada7190e9f09fd8b37ed52aff23bf178,ISC,github.com/decred/dcrd/crypto/blake256@v1.1.0,
adf5a740fe07eb2aa1ac54aafe2d41f2,MIT,github.com/bgentry/speakeasy@v0.2.0,
ae6de3dee02712a1e55b280671be53bf,BSD-3-Clause,github.com/shirou/gopsutil/v4@v4.25.8,
b24abd09a925eaf2b6de5a9b4c9bea07,ISC,github.com/howeyc/gopass@v0.0.0-20210920133722-c8aef6fb66ef,
b278a92d2c1509760384428817710378,MPL-2.0,github.com/hashicorp/errwrap@v1.0.0,
b52278561f2843315ac5021b4be699f5,Apache-2.0,github.com/sigstore/rekor-tiles/v2@v2.2.1,
b59bf459d18c24951156225311b63598,BSD-3-Clause,github.com/pborman/getopt@v0.0.0-20170112200414-7148bc3a4c30,
b5d30dd5bc47d1b56b678ac06dead1c7,Apache-2.0,sigs.k8s.io/yaml@v1.6.0,
b658629ef1355c5c14f859e623e33da3,Apache-2.0,github.com/sigstore/timestamp-authority/v2@v2.0.5,
b8b79c7d4cda128290b98c6a21f9aac6,BSD-3-Clause,github.com/golang/snappy@v0.0.4,
bd5440f7f1dcfc7de2b499a1cb0c8683,BSD-2-Clause,github.com/alexflint/go-arg@v1.5.1,
bfa71b5b612d2900de8c57a5eda393ac,BSD-3-Clause,github.com/DATA-DOG/go-sqlmock@v1.5.2,
bffc21c92b5f3adcbbb06f8e0067e786,MPL-2.0,github.com/hashicorp/go-retryablehttp@v0.7.8,
c007b54a1743d596f46b2748d9f8c044,BSD-2-Clause,github.com/gorilla/websocket@v1.5.4-0.20250319132907-e064f32e3674,
c06795ed54b2a35ebeeb543cd3a73e56,ISC,github.com/davecgh/go-spew@v1.1.1,
c1328a10ec2f42808c502585676ff289,MIT,github.com/buildkite/go-buildkite/v4@v4.13.1,
c38914c9a7ab03bb2b96d4baaee10769,BSD-3-Clause,github.com/fsnotify/fsnotify@v1.4.7,
c4dac399c2cb8794cc72e762c9f07263,BSD-3-Clause,modernc.org/memory@v1.11.0,
c510a2a01572b82d27f28fd4d02ca318,BSD-3-Clause,github.com/grpc-ecosystem/grpc-gateway/v2@v2.27.7,
cc5c16353aea159c17364f05bbef2a77,BSD-2-Clause,github.com/russross/blackfriday@v1.6.0,
d0fd9ebda39468b51ff4539c9fbb13a8,Apache-2.0,github.com/klauspost/compress@v1.18.4,
d21d25475326cf7f1b36eef8c9789801,MIT,github.com/shopspring/decimal@v1.4.0,
d44fdeb607e2d2614db9464dbedd4094,MPL-2.0,github.com/hashicorp/go-multierror@v1.1.1,
d4653096bbe6c7090ef605fe464c94e7,Apache-2.0,github.com/moby/locker@v1.0.1,
d4a904ca135bb7bc912156fee12726f0,MIT,github.com/AzureAD/microsoft-authentication-extensions-for-go/cache@v0.1.1,
d4eb2084b3083d2c275ec52ef4ba9ac1,BSD-3-Clause,github.com/tklauser/go-sysconf@v0.3.15,
da2aa24617ab5e82d2256f542bd06903,BSD-3-Clause,github.com/DataDog/go-tuf@v1.1.0-0.5.2,
dc2f3ee49116a594755b22b853cc8b6b,MPL-2.0,github.com/hashicorp/golang-lru/v2@v2.0.7,
e23fadd6ceef8c618fc1c65191d846fa,Apache-2.0,github.com/dgraph-io/badger/v4@v4.9.1,
e49b63d868761700c5df76e7946d0bd7,MIT,github.com/pelletier/go-toml@v1.9.5,
e5924c49a49bca5da11266e5cada5dd7,BSD-3-Clause,github.com/cheggaaa/pb/v3@v3.1.6,
e60493c23a6358c3e44f125a289c0692,Apache-2.0,github.com/awslabs/amazon-ecr-credential-helper/ecr-login@v0.12.0,
e74f78882cab57fd1cc4c5482b9a214a,MIT,github.com/AzureAD/microsoft-authentication-library-for-go@v1.6.0,
e828fb91fe88d9e5d620842cf8bd81b0,BSD-3-Clause,golang.org/x/xerrors@v0.0.0-20240903120638-7835f813f4da,
e8aca590db3d9304f507bcd5fe4de5a0,BSD-3-Clause,modernc.org/libc@v1.67.6,
e9a2ebb8de779a07500ddecca806145e,BSD-3-Clause,github.com/pmezard/go-difflib@v1.0.0,
ecf8a8a60560c35a862a4a545f2db1b3,BSD-2-Clause,github.com/russross/blackfriday/v2@v2.1.0,
ee03763bbb7079bfae360b8e2af6ee58,MIT,github.com/jackc/pgerrcode@v0.0.0-20240316143900-6e2875d9b438,
f2ade4e207e03454ad3e610a00c0ef15,MIT,github.com/rogpeppe/fastuuid@v1.2.0,
f399e127495f9783cfbe2b3b2802555f,BSD-3-Clause,github.com/antlr4-go/antlr/v4@v4.13.1,
f852ccc601f58d934aff3a71b042ba08,Apache-2.0,github.com/gofrs/flock@v0.13.0,
f85688063699957f6fa44fa2caacd4a1,BSD-3-Clause,github.com/julienschmidt/httprouter@v1.3.0,
fabff3dab4b5a6c3e29611c973dc3df9,BSD-3-Clause,gonum.org/v1/gonum@v0.17.0,
fb0c3340290e8b57d69b9b578badd25d,MPL-2.0,github.com/letsencrypt/pkcs11key/v4@v4.0.0,
fe493be43f9da268da17ebe5e4ff3947,BSD-2-Clause,github.com/gopherjs/gopherjs@v0.0.0-20181017120253-0766667cb4d1,
ff13e03bb57bf9c52645f2f942afa28b,BSD-3-Clause,dario.cat/mergo@v1.0.1,
